line,label,,
"All pulled up abreast as Achilles pointed out the post, far off on the level plain, and stationed there beside it an umpire, old lord Phoenix.",1,,
.,1,,
"General Ed., G.",0,,
So this is how you'd bid farewell to Troy.,1,,
indicates firmly that two and no more than two people are concerned.,1,,
"He was rich in bronze, rich in bars of gold, no feast for the eyes but lightning on his feet and an only son in the midst of five sisters.",1,,
moving back into the dark.,1,,
AGAMEMNON'S DAY OF GLORY,0,,
"Her husband noticed, and filled with pity now, Hector stroked her gently, [[ trying to reassure her, repeating her name: ""Andromache.",1,,
Athena had swept away their senses.,1,,
Whomever I want I'll make my cherished wife-at home.,1,,
"If it were not offered, the relatives would pursue the killer to exact blood for blood: his only recourse would be to go into exile, as so many of the Achaean heroes of the Iliad did (Patrodus.",1,,
he threatens and enforces.,1,,
"And from all I dragged off piles of splendid plunder, hauled it away and always gave the lot to Agamernnon.",1,,
195,0,,
"go with offerings,gather the older noble women and take a robe, the largest.",1,,
543,0,,
The son of a great man.,1,,
Alwaysdear to your heart.,1,,
"(3) Trojan killed by Menelaus, 16.367.",0,,
And high in the clear sky Zeus himself defended his champion-Hector alone he prized and glorified among hordes of men for Hector's life would be cut short so soon ...,1,,
"If mighty Zeus, thundering up on high, is bent on wiping out the Argives, down to the last man, if he longs to back our Trojan forces to the hilt, by heaven I hope the Father works his will at once and the Argives die here, their memory blotted out, a world away from Argas!",1,,
"Nothing beside those other powers, all who rush to defend the Trojan armies.",1,,
"phrase, though I like the flight of the words to vary, with a quick burst",1,,
Roncesvalles.,1,,
don't fly into such a rage at fellow gods.,1,,
100,0,,
"But the one who takes his fill of food and wine before he grapples enemies full force, dawn to dusk- the heart in his chest keeps pounding fresh with courage, nor do his legs give out till all break offfrom battle.",1,,
130,0,,
110,0,,
"He was ""the handsomest mortal man on earth"" (), and Zeus carried him off to Olympus to be the cup-bearer and wine-pourer of the gods.",1,,
10,0,,
"(SeeIntroduction, p.",1,,
Nature and Culture in the Iliad: The Tragedy of Hector.,0,,
HELlCAON ihe-li-kay' -on): Trojan.,0,,
And he forged the Ocean River's mighty power girdling round the outmost rim of the welded indestructible shield.,1,,
(),1,,
"RHYTION (ri'-ti-on): city in Crete, 2.743.",0,,
But Poseidon surging in secret out of the gray surf,1,,
and Priam's sons and the Trojan armies ra\oV--,1,,
The Poet oftheIliad.,0,,
650,0,,
"the bridge of the nose, and bone cracked.",1,,
give him his Greek name) counterattacked by pointing out that the,1,,
"Now, by find-",1,,
the prize the armies gave me.,1,,
"Ajax skilled as a show-rider, a virtuoso horseman who picks from the herd four stallions, yokes them tight and galloping off the plain comes racing toward a large city, over a trafficked road and the crowds gaze in wonder.",1,,
to become the pattern for all time of the,1,,
"THESSALUS (thes'-a-lusi: son of Heracles, father of the Achaeans Phidippus and Antiphus (1), 2.775.",0,,
"Your Achaean comrades, young and old, will exalt you all the more: That was your aged father's parting advice.",1,,
is a return to the traditional,1,,
"When an old man's killed and the dogs go at the gray head and the gray beard and mutilate the genitals-that is the cruelest sight in all our wretched lives!"" So the old man groaned and seizing his gray hair tore it out by the roots but he could not shake the fixed resolve of Hector.",1,,
"Agarnemnon's reply to Achilles' short, impatient speech is long and",1,,
"We have fighting men by the hundreds still inside her, forming a wall before our loving parents, wives and sons to defend Troy-where you rush on to meet your doom, headlong man as you are, breakneck man of war!"" And he hurled his sharp spear from a strong hand- a hard true hit on Achilles' shin below the knee!",1,,
"And now he lies in the halls, broken with grisly age, but now my griefs are worse.",1,,
"She smiled with her lips only, her forehead furrowed over her dark brows as her anguish rose and she addressed them all: ""What fools we are, storming against Zeus-we're mad!",1,,
"""And you too, old man, we hear you pros-",1,,
"So I may know, too well.",1,,
BOOK 5:,0,,
511,0,,
"and the waves had sweptme offbefore all this had happened!"" ()",1,,
9,0,,
"It is an artificial,",1,,
"But all the rest of you, come, all Achaeans in camp who trust to your teams and bolted chariots- take your places now!"" Achilles' call rang out and it brought the fastest drivers crowding forward.",1,,
BOOK 6:,0,,
270,0,,
There is no way in the world a man can meet its edge and still survive the slashing-fear holds all men back.,1,,
THE ILIAD,0,,
Amarynceus of Elis and for Oedipus of Thebes.,1,,
"The fighter turned on his heels and took his stand, once he reached that wedge of Argive comrades.",1,,
So rose the relentless din of horse and fighting men breaking against them now as they struggled back to shore.,1,,
"Time to rest, to enjoy the sweet relief of sleep.",1,,
I'll ransom myself!,1,,
"This one volunteered among the Trojans: ""Hector, the mission stirs my fighting blood- I'll reconnoiter the ships and gather all I can.",1,,
killing Hector would be a renunciation of all that he stands for and has,1,,
BOOK 15:.,1,,
10,0,,
"its own strange and fatal beauty, a power, which can call out in men",1,,
"For all your power, soldier, crushed at my hands you'll breach the gates of Deathl"" But Sarpedon the Lycian captain faced him down: ""Right you are, Tlepolemus!",1,,
"So a knowing seer of the gods would read this omen, someone clear in his mind and skilled with signs, a man the Trojan armies would obey:' His helmet flashing, Hector wheeled with a dark glance: ""Enough, Polydamas!",1,,
The lan-,1,,
"He dug his heel in the corpse, yanked his own bronze out but as for the dead man's burnished gear-no hope.",1,,
620,0,,
"He winged Athena on with a flight of orders: ""Quicklyl Down you go to Troy's and Achaea's armies now- .",1,,
tion would have been easy, any oral bard could rework the lines to,1,
a repeated passage in the Greek repeated verbatim in the English version.,1,,
"All this, together with the monumental scale and",1,,
because it was clear that with the destruction of the Mycenaean and,1,,
"I claim I am far greater than he in striking force, I am the first-born too.",1,,
"'""~"" ,§:,"" ""t~",0,,
"lure me to my ruin yet again?"" (~61).",1,,
Then he seized the royal scepter of his fathers-- its power can never die-and grasping it tightly off he strode to the ships of Argivesarmed in bronze.,1,,
"ASTYPYLUS (a-sti'-pi-Ius): Trojan ally, Paeonian killed by Achilles, 21.236.",0,,
"[480-510J he called them closer, his winging orders flying: ""Over here, my friends!",1,,
341,0,,
J.,0,,
King Agarnemnon.,1,,
"As the two came face-to-face beside the great oak, lord Apollo the son of Zeus led off, ""What next?- what is the mighty Zeus's daughter blazing after now?",1,,
"shaped for battle, who values life, his own included.",1,,
his own son clear of the heavy fighting too.,1,,
10,0,,
"Arnold, Matthew.",0,,
THE ILIAD,0,,
PATROCLUS FIGHTS AND DIES,0,,
live tears welling.,1,,
.,1,,
PRONOUNCING GLOSSARY,0,,
"Nor did the man live long, not with the hate of all the gods against him.",1,,
"Poor fool- as if Apollo would lift a hand to save him now from death, grim death.",1,,
"Achilles exulting over him: ""Here you lie, Otrynteus' son-most terrible man alive!",1,,
"But if down deep some prophecy makes him balk, some doom his noble mother revealed to him from Zeus, at least let Achilles send Patroclus into battle.",1,,
fellsa poplar tree with an iron ax, elsewhere we meet proverbial phrases,1,
19.144.,0,,
30,0,,
"With all the power in me I've never quit, not from the time we rolled them back to Troy.",1,,
Out of Salamis Great Telamonian Ajax led twelve ships drawn up where Athenian forces formed their line of battle.,1,,
"Ares there- and for all his war cries Diomedes shrank at the sight, as a man at a loss, helpless, crossing a vast plain",1,,
6.544.,0,,
THE ILIAD,0,,
"Then over his shoulder Paris slung his sword, the fine bronze blade with its silver-studded hilt, and then the shield-strap and his sturdy, massive shield and over his powerful head he set a well-forged helmet, the horsehair crest atop it tossing, bristling terror, and last he grasped a spear that matched his grip, Following step by step the fighting Menelaus strapped on armor too.",1,,
"so at least Olympian Zeus, thundering up on high,",1,,
"All his wounds sealed shut, wherever they struck ...",1,,
of a forged collective bardic epic: the story of Ossian.,1,,
"They all sprang to their feet at sight of Hera, lifting cups to greet her, crowding round the queen.",1,,
530,0,,
"PHORCYS (for'-sis): Trojan ally, son -of Phaenops (2), co-cornmander of the Phrygians, killed by Great Ajax, ~.974.",0,,
"he'd slaughter splendid victims, newborn lambs when he marched home to Zelea's sacred city.",1,,
AMPHOTERUS (am-!o'-Itr-us): Trojan killed by Patroclus.,0,,
He's all control.,1,,
father of Tlepolemus (1).,0,,
"And gallant Agenor drew the spear from his hand and bound it up in a band of tightly twisted wool, a sling his aide retained for the good commander.",1,,
"In a passage in Book 23, for example, the meter shows",1,,
300,0,,
IlPJGEUS te-peye'·jOOS): Achaean ally.,0,,
840,0,,
"Come, gather us all and we will heed that man who gives the best advice.",1,,
Archery at the Dark of the Moon: Poetic Problems in Homer's Odyssey.,0,,
"So Ajax swung now, leaping from deck to deck on the fast trim ships.",1,,
(2) Trojan.,0,,
HOMER,0,,
170,0,,
"keeps his bronze spear stabbing and never stops the slaughter-Zeus hands him glory!"" Her gray eyes afire, the goddess Pallas thrilled that the man had prayed to her before all other gods.",1,,
when a man will take my life in battle too-,1,,
"He used to graze his shambling herds in Percote, long ago when the enemy's forces stood far off but once the rolling ships of Achaea swept ashore, home he came to Troy where he shone among the Trojans, living close to Priam, who prized him like his sons.",1,,
The channels of all those rivers-Apollo swung them round,1,,
39,0,,
920,0,,
by C.,0,,
600,0,,
"since now you've spared my life:' A dark glance-and the headstrong runner answered, ""No more, old man, don't tempt my wrath, not now!",1,,
PERSEUS (pUTS' -yoor): son of Zeus by Dana~.,0,,
See note 2.748.,0,,
What's your pleasure?,1,,
"Stop, Call off this skirmish of ours at once- let these mortals fight themselves to death."" With that he turned and left.",1,,
